epoch,SPD_gender,EOD_gender,AOD_gender,DI_gender,DcI_gender,SPD_age,EOD_age,AOD_age,DI_age,DcI_age,SPD_race,EOD_race,AOD_race,DI_race,DcI_race,Accuracy,F1_score,Precision,Recall
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7543160690571049,0.0,0.0,0.0
37,-0.0008363326901407388,-0.00104856423658431,0.000524282118292155,0.1839901942296813,0.002086324050148339,-0.001084064255444959,-0.0034998409163219855,0.0017499204581609927,0.0,0.006975269499048827,0.00026302877822579165,0.003351887359413903,0.0016759436797069516,1.3790536948431686,0.0066458731929094125,0.7550464807436919,0.005928321207221773,1.0,0.002972972972972973
38,-0.003410964893064005,0.0021869137900626893,0.0012463153481037995,0.3066503237161355,0.004259448397702682,-0.00400840797211582,-0.008727039255682599,0.00440691605512226,0.2024840060184465,0.01707382837482201,-0.0015398066203568777,0.0005115473771570844,0.000359918658376501,0.6084060418425744,0.0010102386471828317,0.7577689243027889,0.02875399361022364,0.9642857142857143,0.014594594594594595
39,-0.009826971921559634,-0.0013403665164900339,0.0014835564756419714,0.2567305035762995,0.0023816431554215395,-0.010257739621618788,-0.015158932305753686,0.008321335288131577,0.2174038801461215,0.028336423257614138,-0.0068892881253389306,-0.013314540823627048,0.007334212715500256,0.35716498571477745,0.024797463895737934,0.7623505976095617,0.06966467377177021,0.9115646258503401,0.036216216216216214
40,-0.014603130636024312,-0.002885956614452234,0.002583801108301114,0.26555285765108644,0.005203517577882649,-0.015534436376352495,-0.023476980848838515,0.01293667758127938,0.21578146313010563,0.0425096438800682,-0.007116164280470573,-0.01305697850785565,0.006728840953505013,0.5475654376583169,0.024143337066069415,0.7661354581673306,0.10198878123406425,0.9009009009009009,0.05405405405405406
41,-0.01752209078495427,-0.005720607333536409,0.004383272600524338,0.250162106189479,0.009974175216763803,-0.017972462645638725,-0.02520433827187714,0.01415729518486037,0.22065564758420447,0.04474070094137925,-0.008302191660549005,-0.01594024554274104,0.008246598638291493,0.5475654376583169,0.0291487747050478,0.7679282868525896,0.1172013134629957,0.8957528957528957,0.0627027027027027
42,-0.019108674178734072,-0.005444838145933217,0.004398246459795197,0.2512315905144243,0.009292385872636602,-0.019733507908004322,-0.027977021119572093,0.01568641216553252,0.21782849709953186,0.049129075030125716,-0.009041475912392603,-0.0158543914374839,0.008099526615864966,0.5489694516010305,0.028690777520691935,0.7692563081009296,0.12754205372834548,0.8975265017667845,0.06864864864864866
43,-0.02110521965102162,-0.008164050600439315,0.005883362865619154,0.248453911915993,0.014004605607772252,-0.021284572513744677,-0.029272539186851056,0.016433550328715713,0.22866229536797417,0.050832602979842226,-0.011200303977157443,-0.022980282173825937,0.011526100129385871,0.49559742158426373,0.040823496779363255,0.7705843293492696,0.13861879830466217,0.8938906752411575,0.07513513513513513
44,-0.021720162768783226,-0.009719260553783013,0.00673739706882723,0.24312989951779315,0.01662473484287902,-0.021875880289441926,-0.030863375966997418,0.017300356497201227,0.22386518427633836,0.053493313335833,-0.011107340089201065,-0.02115588243711187,0.010665972745927815,0.508320133252772,0.037481316887078786,0.7708499335989376,0.14090117002738362,0.8927444794952681,0.07648648648648648
45,-0.021720162768783226,-0.009719260553783013,0.00673739706882723,0.24312989951779315,0.01662473484287902,-0.021875880289441926,-0.030863375966997418,0.017300356497201227,0.22386518427633836,0.053493313335833,-0.011107340089201065,-0.02115588243711187,0.010665972745927815,0.508320133252772,0.037481316887078786,0.7708499335989376,0.14090117002738362,0.8927444794952681,0.07648648648648648
46,-0.021720162768783226,-0.009719260553783013,0.00673739706882723,0.24312989951779315,0.01662473484287902,-0.021875880289441926,-0.030863375966997418,0.017300356497201227,0.22386518427633836,0.053493313335833,-0.011107340089201065,-0.02115588243711187,0.010665972745927815,0.508320133252772,0.037481316887078786,0.7708499335989376,0.14090117002738362,0.8927444794952681,0.07648648648648648
47,-0.021720162768783226,-0.009719260553783013,0.00673739706882723,0.24312989951779315,0.01662473484287902,-0.021875880289441926,-0.030863375966997418,0.017300356497201227,0.22386518427633836,0.053493313335833,-0.011107340089201065,-0.02115588243711187,0.010665972745927815,0.508320133252772,0.037481316887078786,0.7708499335989376,0.14090117002738362,0.8927444794952681,0.07648648648648648
48,-0.021855470354660685,-0.007150759166920526,0.005453146375395987,0.25177605526166913,0.012126499454743755,-0.022263646440877017,-0.03097704796672781,0.017357192497066423,0.2263382861795237,0.05349307908452637,-0.011647047105392274,-0.023234267235211638,0.0117051651449777,0.49645933014354066,0.04102287625745901,0.7713147410358566,0.1441351888667992,0.8950617283950617,0.07837837837837838
49,-0.022724620111051946,-0.007381635696076694,0.005464807138936295,0.25844776446978646,0.012684420895976906,-0.023939018472019225,-0.03606772566319615,0.019973919123712932,0.21388601800783472,0.06201468797399996,-0.012402194242879225,-0.02467590075265433,0.012478054388598024,0.4909605717400521,0.04322119727369776,0.7723107569721116,0.1514476614699332,0.8973607038123167,0.0827027027027027
50,-0.026156032858116574,-0.01558416571804204,0.009817092507060783,0.24495735918152836,0.026600959061967328,-0.02807817290189998,-0.04688541576819138,0.025953866403509232,0.18829281927185448,0.07954747551708825,-0.013973726634522803,-0.0281529920155682,0.014296693307408112,0.4894669452119415,0.048607753603724574,0.7740371845949535,0.16654420769042372,0.8877284595300261,0.0918918918918919
51,-0.03144868349159129,-0.023510926552404166,0.014315477509995438,0.22709117171925403,0.03870991825002801,-0.0336827187062977,-0.060475788720881545,0.033248767328740665,0.1704404205999933,0.10043764769717348,-0.018275519878409134,-0.04147111009358097,0.02132025974070735,0.43157435773868946,0.06966996856669241,0.7772908366533865,0.191027496382055,0.8878923766816144,0.10702702702702703
52,-0.03683978532381757,-0.0253675586410351,0.015953389270670082,0.2319534499904102,0.040450160514925504,-0.038946537396305256,-0.06488500563504662,0.03626663269949027,0.18349067156960872,0.10380204025365314,-0.02063171175292265,-0.04151045989182384,0.021732462836575813,0.45500345939835696,0.06732004236285591,0.7808100929614874,0.21906789685356043,0.8785578747628083,0.12513513513513513
53,-0.050237516899194645,-0.04281156306616857,0.026574890952705675,0.22195642478501237,0.06445577166911215,-0.05356629016915619,-0.090406940046874,0.05162555127937942,0.16763071003609825,0.1350360172053413,-0.024432532933932924,-0.03675271155882437,0.02003846921378154,0.5139724660228374,0.05580903771298948,0.7875166002656042,0.27371765773944623,0.8541076487252125,0.16297297297297297
54,-0.061380457042779175,-0.052479517724583535,0.033537655430990694,0.2222219229007839,0.07508086118793222,-0.06722628611196402,-0.11642868852786763,0.06744854022908871,0.15156078957947897,0.16488686130186,-0.030426121376898475,-0.044425922216180636,0.025052659132700758,0.5054802076962742,0.06328428165634964,0.7923638778220452,0.31470523778216086,0.831981460023175,0.19405405405405404
55,-0.07315474883725057,-0.06556893428035465,0.04187808567730734,0.2224718034803336,0.0897320145432815,-0.08056487203747091,-0.13749627995528524,0.08065167509518531,0.14844608691227357,0.18310143205431384,-0.03322462952783937,-0.04212932490055232,0.023968340319813673,0.5444783879745491,0.05846250090766403,0.798074369189907,0.35694650031719183,0.8202137998056366,0.2281081081081081
56,-0.07732000375482899,-0.07501563226499494,0.04713082365841266,0.2190359455115254,0.10172685960296579,-0.08448116774600027,-0.14324614100697397,0.08433986253469675,0.14957300682672148,0.18729088037688374,-0.034456032138944125,-0.046794064619523235,0.026020265192368792,0.5499549477924418,0.06516089581900175,0.799667994687915,0.3689604685212299,0.8159111933395005,0.23837837837837839
57,-0.093120203560126,-0.0846386942649629,0.05587247937287367,0.22211145022589954,0.10715959643671202,-0.10121109773847342,-0.16656375256975833,0.10004954780827469,0.1561306419455301,0.20216140569118332,-0.038701383022285506,-0.05251409438227972,0.028747877339106283,0.5806541873023868,0.07286837768765475,0.8048472775564409,0.41325613894989016,0.7906799083269671,0.2797297297297297
58,-0.10010192810700747,-0.09462731076942812,0.06266812519050578,0.2180188050119522,0.11676986189675387,-0.10686268257991606,-0.1734954596889957,0.1049403381349723,0.16267518136030246,0.20539676309100396,-0.04048614210932111,-0.042372578198780875,0.0250590246571845,0.5884754990925589,0.05754059927785471,0.8063081009296149,0.4277025701392976,0.7802433786685755,0.2945945945945946
59,-0.1058373578852404,-0.10150550736720593,0.06770662164968705,0.21530767409856327,0.12243598178985393,-0.11133809090232728,-0.1709049947705168,0.10545779148717262,0.168691973225964,0.19477703854840295,-0.04111438616166125,-0.042497782102280834,0.024897223226912485,0.6020495608083982,0.05906865719949822,0.8074369189907038,0.43907156673114117,0.7721088435374149,0.30675675675675673
60,-0.10638262754962562,-0.09893700598034341,0.0667280878624007,0.2166224173572097,0.11853312899035778,-0.11212006223756055,-0.1731321662627217,0.10667075636281878,0.16896839187397608,0.19725376077346307,-0.040851357383435455,-0.041267206593595285,0.02415373882032694,0.6072334282704538,0.058115181332378085,0.8076361221779549,0.4408415363829376,0.7711006076975017,0.30864864864864866
61,-0.10687463229375968,-0.0961729008673903,0.06536776798345728,0.22122794078400812,0.11528394729363911,-0.11278416517975502,-0.17124601076970797,0.10589844552426796,0.1731062687290649,0.19325224154495185,-0.03953842691821022,-0.032188134962653436,0.01953807883751223,0.6237612640284765,0.04810083111032387,0.8082337317397078,0.4446153846153846,0.7706666666666667,0.3124324324324324
62,-0.10704275694588765,-0.08916964614965289,0.062248286757269705,0.22521054931674642,0.10593907516984447,-0.11376323910688736,-0.17167785012546763,0.10647130409420946,0.1730977168928467,0.19253773592923318,-0.03887403024277593,-0.02794551126119682,0.017340642819440137,0.6327777332492325,0.04375820019376597,0.8084329349269588,0.4465758680222521,0.7693324520819563,0.3145945945945946
63,-0.10697308349251124,-0.08772987446088729,0.06150105263838535,0.22743421492492066,0.10453095566322429,-0.11334971682599995,-0.17051885270108094,0.10566223697062953,0.17728213402473425,0.19149277370109274,-0.03870396535250653,-0.02883624760323955,0.017553669368420777,0.6354463103689109,0.045502888319071844,0.8084993359893758,0.44729781525488693,0.7687747035573123,0.3154054054054054
64,-0.10688700150600958,-0.0856680187907842,0.06054655402987004,0.2286268685694265,0.10191228035467176,-0.11354681941789904,-0.17083702005711018,0.10589270842705649,0.17702887383327032,0.1917251563998178,-0.038858167357132586,-0.02913315971725383,0.017754197910326897,0.634524705857861,0.045734014272283297,0.8084993359893758,0.4475095785440612,0.7684210526315789,0.31567567567567567
65,-0.10772333419615032,-0.08784531272546534,0.06176071117578151,0.22829913968293788,0.10451339265133003,-0.11402669783292059,-0.16883719256436608,0.10517834579433377,0.1788297353366606,0.1879236756213909,-0.039150708480741356,-0.031211544515353573,0.018665193657134,0.6344242699818464,0.048583965535134055,0.8086985391766268,0.44924488625501807,0.767472240365774,0.31756756756756754
66,-0.1086949744721685,-0.0892049189527184,0.0625386761934774,0.22982072191361794,0.10638381090268828,-0.11519643531958892,-0.1684282018517683,0.1054021771085089,0.17972054092079376,0.18560836927254915,-0.03831624691503764,-0.02153864865638322,0.0141411806370427,0.6457863702865017,0.037259629087522284,0.8090969455511288,0.45227662411887976,0.7663008392511298,0.3208108108108108
67,-0.1093386953353053,-0.08181045678279975,0.05901603623912366,0.2368972457892892,0.09747738085730262,-0.11745023706170224,-0.17331438419193773,0.10815881074337433,0.17922344664938528,0.18987281675129092,-0.03888546627661184,-0.021452794551126142,0.014126274386868332,0.6470647322549646,0.03742203742203748,0.8100929614873837,0.4581280788177341,0.7661596958174905,0.32675675675675675
68,-0.11213471711060768,-0.07845954049157461,0.0581266030364065,0.24020942024430617,0.09229526799380111,-0.11996105849748569,-0.17388274419058966,0.10895529146656843,0.18524440389960684,0.18735852407193504,-0.03885152707942141,-0.011990956700912936,0.009839956143407736,0.657673705013522,0.026798536783633697,0.8114209827357237,0.46696696696696705,0.7641277641277642,0.3362162162162162
69,-0.11747255402258283,-0.0765836686921807,0.05888622720107127,0.24394478258684657,0.08847296505340063,-0.12480491587424278,-0.1744739528324035,0.1107472203329666,0.19337867428283986,0.18226604845398614,-0.0396022473651009,-0.01839424205134077,0.012120170570477484,0.6686186139836395,0.038233441262353896,0.8128154050464808,0.47960125530736575,0.7565521258008153,0.3510810810810811
70,-0.12864831123241788,-0.09150406438889869,0.06849132927907252,0.24384242608752946,0.10355919258046914,-0.1345248257895723,-0.17956520174495086,0.115844580934767,0.20267324340724874,0.1773585709719805,-0.044947302018275515,-0.01766805941104088,0.013559533659356374,0.6570785251899803,0.03523640982636139,0.8164674634794157,0.5046594982078854,0.7489361702127659,0.38054054054054054
71,-0.1334285092677579,-0.09857786471276714,0.07319640051658328,0.2404539294483583,0.10918941780046754,-0.13661568591210527,-0.17474756533426705,0.11411883036124928,0.21146793802609085,0.16864279075768052,-0.046085740741423895,-0.01902383882322639,0.014269413287912668,0.6588287343514453,0.03764177123552126,0.8176626826029216,0.5129478538488825,0.7461300309597523,0.3908108108108108
72,-0.13291605666962322,-0.09795578073142963,0.07265607084630585,0.24115742251286493,0.10891187803556224,-0.1370292081929927,-0.17833822960715756,0.11588617114656316,0.20818031006019547,0.17281344744214605,-0.046255805631693306,-0.021738974901983232,0.015470763872594152,0.6567861561538546,0.04059702711408675,0.8177290836653387,0.5126930587608735,0.7470253491981376,0.3902702702702703
73,-0.13786034003621592,-0.09008994564781708,0.07083020777604399,0.24559543593193575,0.09794623243488265,-0.1408682355131651,-0.1755432693323798,0.11582683492169128,0.21805799466516068,0.1656906055119695,-0.04804056471872892,-0.020336691182783362,0.015350357586901717,0.6589566916245682,0.039583249468449155,0.8186586985391766,0.5226359028141933,0.739732805541811,0.40405405405405403
74,-0.14628526174924897,-0.09361722595436983,0.07512089829164376,0.24957660416013552,0.10079351782028656,-0.14761872848528224,-0.1714076649200783,0.11629536378491766,0.22948187348757265,0.15427041661379193,-0.04931291570905254,-0.011000057236070171,0.011398911079714122,0.6718376004379624,0.032243081453525946,0.8200531208499336,0.5375426621160408,0.7291666666666666,0.42567567567567566
75,-0.15734615922720718,-0.10364111526190056,0.08394307307828366,0.2444751596555805,0.10585373919123753,-0.15436278242503626,-0.1687492252881928,0.11748706996220244,0.2403883834787376,0.1461306026321087,-0.053594419215488076,-0.01099647998168446,0.013047328526862526,0.6656471297619623,0.031176761487023974,0.8209827357237716,0.550816394535155,0.7180712423979149,0.44675675675675675
76,-0.15261922611211828,-0.10111750653348511,0.08072707269560399,0.24525808962192694,0.1052078222471437,-0.15027514025406016,-0.16734003522118346,0.11502859062068854,0.23910087417268047,0.14790409120156378,-0.051283602572000916,-0.015028045674383983,0.013577060993586694,0.6703923065615204,0.03721702730986065,0.8212483399734396,0.5464959568733153,0.725402504472272,0.4383783783783784
77,-0.15541928720829604,-0.10434336470475059,0.08330623345170612,0.24330040654124527,0.10694309254646472,-0.1511105896587014,-0.15827255118238875,0.1113794932933706,0.24429810090347803,0.13605351079696593,-0.05271679584466177,-0.01375454311306984,0.013721396986414312,0.666307056073566,0.03458850692800164,0.8214475431606906,0.5495057798626235,0.7227853680035258,0.44324324324324327
78,-0.1571411781879533,-0.1045742412339068,0.08402748993160564,0.24471602188184216,0.1072127980605937,-0.15235312231186698,-0.15913622989390802,0.11213746138889275,0.2473577740513563,0.13695419164854905,-0.05232907740719289,-0.011887216323727245,0.012559361089711656,0.6729117426644377,0.03456220514151731,0.8215139442231075,0.5519999999999999,0.72,0.44756756756756755
79,-0.16086365396077348,-0.112661332991294,0.08893348997973087,0.24176489290083727,0.11398277070895546,-0.15467971922047752,-0.1631815821657201,0.1145576540429736,0.24902626271283004,0.1404729943117946,-0.0522339000933328,-0.012989010674527068,0.012597471656140502,0.6790745219277469,0.03811873982267844,0.8221779548472775,0.5567692816948031,0.7181895815542272,0.4545945945945946
80,-0.16084724542764822,-0.11235029100062527,0.08880531725889806,0.24110900694508527,0.11321579549858929,-0.15438406533262888,-0.1628634148096908,0.1142557948081343,0.24938423050781736,0.14042074463433607,-0.05255816698822825,-0.012692098560512843,0.012681357221174118,0.6767759953355522,0.037028999302810894,0.8222443559096946,0.5567146878622289,0.718683197947841,0.45432432432432435
81,-0.16127361603928123,-0.112661332991294,0.08923920688587578,0.24129861538318859,0.1135508931200645,-0.15477183148406395,-0.1631815821657201,0.11465703317251733,0.2496561041238428,0.1406803798960662,-0.05254230410258491,-0.012989010674527068,0.012805761595736417,0.6777902202314297,0.03770997000578902,0.8219123505976096,0.5564009262322197,0.7169650468883205,0.4545945945945946
82,-0.16137610655890816,-0.11297237498196278,0.08939472788121017,0.2411823268938473,0.11382109760696024,-0.1548703827800135,-0.16349974952174934,0.11481611685053195,0.2495368796233061,0.1409524348357014,-0.052619405104897946,-0.013285922788541349,0.012954217652743558,0.6774699034921898,0.037972568026087394,0.8219787516600265,0.5566396560277824,0.7170856412441414,0.4548648648648649
83,-0.16137610655890816,-0.11297237498196278,0.08939472788121017,0.2411823268938473,0.11382109760696024,-0.1548703827800135,-0.16349974952174934,0.11481611685053195,0.2495368796233061,0.1409524348357014,-0.052619405104897946,-0.013285922788541349,0.012954217652743558,0.6774699034921898,0.037972568026087394,0.8219787516600265,0.5566396560277824,0.7170856412441414,0.4548648648648649
84,-0.16139251509203342,-0.11153260329319714,0.08867484203682735,0.2418359317510977,0.11232566905390123,-0.15516603666786213,-0.16445425158983717,0.11529336788457586,0.2491798883792098,0.14176797662802754,-0.05285070811183705,-0.01417665913058408,0.013399585823764923,0.6765107672437346,0.038759787788413935,0.8221779548472775,0.5573553719008265,0.7174468085106382,0.4556756756756757
85,-0.16323734444531823,-0.11464302319988456,0.09084148580246089,0.23975810512984724,0.11415510139180812,-0.1569399599949539,-0.16763592515012987,0.11745530689202091,0.24705920847811014,0.14359870203663783,-0.05312738634980246,-0.01383681996394126,0.013309759527796668,0.6772542384276637,0.0387084116628259,0.8223107569721115,0.5589980224126566,0.7162162162162162,0.45837837837837836
86,-0.1693090235278072,-0.12019688637347481,0.09528301358214777,0.2422256226785254,0.11940196017229532,-0.16458188785247657,-0.17488579962539647,0.12377757463317338,0.2433110937747712,0.14420526430181085,-0.05576025646228139,-0.01061013650802739,0.012926074874979793,0.6749615612063867,0.03484320557491283,0.8231739707835325,0.568185503486298,0.7101743007701662,0.4735135135135135
87,-0.17179757374422877,-0.12684420644209649,0.09872095260109268,0.24460165523999994,0.12771439087228564,-0.16800542708125824,-0.1777721544728218,0.12631956008420245,0.24233285840287674,0.14401535079646033,-0.05716172396365553,-0.009293706894084652,0.01286867820435137,0.6731095415305942,0.033042649698797555,0.8239043824701195,0.5732217573221758,0.7084327764518695,0.4813513513513514
88,-0.17606531918143414,-0.12998989915184944,0.10164217675911971,0.24256202854794848,0.1280930482716523,-0.17202027408573714,-0.1840446782368388,0.1305112335662464,0.24076132181471302,0.1474003541478736,-0.05735908777340422,0.0007619551841570593,0.009307765455528479,0.6785015693945321,0.023868446466123294,0.8247675962815405,0.5789053773735439,0.7066614725360343,0.49027027027027026
89,-0.18391215416383147,-0.13340174119382403,0.10572790528632636,0.24413189209077346,0.12904857756307042,-0.1786058596277706,-0.1815907339612522,0.1317366184444361,0.24581204426009653,0.1389761207782726,-0.05954300133174459,-0.0007619551841570038,0.009555983557606635,0.6812741530034142,0.027771729745557194,0.8262284196547145,0.5903897323524808,0.7013759761993306,0.5097297297297297
90,-0.19075049248308476,-0.14175498228343297,0.11156350642705418,0.24710657153824514,0.1373929546632907,-0.18752251530027425,-0.19170411464078224,0.13980418175250103,0.2419159510948674,0.14134690917314985,-0.06229834767756287,0.006410439859199202,0.013974390364560652,0.6802494778876176,0.020585199948190303,0.8272244355909695,0.5999384993849939,0.6957917261055635,0.5272972972972974
91,-0.1937063090191406,-0.14610957015279535,0.11483815780774409,0.24370049735904167,0.13878880218520734,-0.18978275607475065,-0.19193145864024302,0.14096067907728507,0.24034492075325656,0.13871594011645305,-0.06319183393403252,0.0022536702629997185,0.011847902201571295,0.6787149799590741,0.024778038710811967,0.8273572377158035,0.6018376722817764,0.6943462897526502,0.5310810810810811
92,-0.18765911711152766,-0.14736335797085182,0.11294923254838576,0.23517543623342724,0.1379523922971007,-0.18422131768639108,-0.19704441376379422,0.14072608460833338,0.23042663212687925,0.14661991808594388,-0.06150225216085703,-0.0006761010788999267,0.010286205538444056,0.6725434275343531,0.024727218904805226,0.8284196547144754,0.59625,0.7066666666666667,0.5156756756756756
93,-0.19475570139028592,-0.1505443234836703,0.11714881049062303,0.2365482609622259,0.13862953315968757,-0.19073410806192728,-0.2021807887465863,0.14558844848273816,0.23320959013297302,0.14749223218810237,-0.06379499249279716,-0.0007583779297712923,0.011068266112493546,0.6734723549204502,0.02599515312431433,0.8286188579017264,0.6034721155323398,0.6991812032751868,0.5308108108108108
94,-0.1935134459425128,-0.15393051257796092,0.11803414741733981,0.23372131004013902,0.14148286723147008,-0.1902993028734473,-0.20470327895165857,0.14653896992166138,0.22792202068897657,0.148910166476229,-0.06410560992795297,-0.0005043928683856613,0.011245770251175877,0.6683487192797966,0.023540821375556686,0.8291500664010624,0.6027481858885286,0.7029168167086784,0.5275675675675676
