epoch,SPD_age,EOD_age,AOD_age,DI_age,DcI_age,SPD_gender,EOD_gender,AOD_gender,DI_gender,DcI_gender,Accuracy,F1_score,Precision,Recall
1,-0.001991556559156166,5.2969246022960766e-05,0.0016092138617064117,0.0939499044016362,0.00010617481514095349,0.014161245939851073,-4.166840285011876e-05,0.010808071116844883,11.547392529950669,8.303234109685722e-05,0.6327060398690866,8.099953425267804e-05,0.008771929824561403,4.0687620791374224e-05
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6343722106515918,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6343722106515918,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6343722106515918,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6343722106515918,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6343722106515918,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6343722106515918,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6343722106515918,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6343722106515918,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6343722106515918,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6343722106515918,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6343722106515918,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6343722106515918,0.0,0.0,0.0
14,0.00054316501934954,0.0013299052555659524,0.000703781343330732,1.815096127469564,0.002645853531399142,-0.0008238866087911753,-0.0021875911496312345,0.0011118487232847103,0.0,0.0043653598303745895,0.6351309134186254,0.004262834175750563,0.9722222222222222,0.0021361000915471468
15,0.02361479640696312,0.06168440890421225,0.03144666993517633,2.05948347842271,0.10326648316146309,-0.028965717162778633,-0.07748239509979582,0.03921057941009433,0.0,0.14360459503813108,0.6614549241297233,0.14046683789092007,0.9794574664208586,0.07565863086156037
16,-0.01198348852681587,-0.038680373730009016,0.020713619410912504,0.8250027760418812,0.058009506733470745,-0.06713150145705872,-0.17654902287595317,0.09023628690495136,0.0,0.29839078840804256,0.6949791728652187,0.29243378483306015,0.9629545454545455,0.1723934492930526
17,-0.03222327994262711,-0.09451904416585574,0.048693293431238766,0.6833324958194158,0.12774066209141094,-0.0960285614024381,-0.24642693445560232,0.12778693150663806,0.0,0.3904532400224474,0.7166988991371616,0.3831365498922955,0.9396250397203686,0.24062658936018716
18,-0.034684041968598686,-0.10165109895606306,0.052145770381088266,0.7644713202992829,0.11536882682294863,-0.1420594113787895,-0.36180674194758117,0.1884616224661842,0.0,0.5213449414590213,0.7542026182683725,0.512445224781268,0.9325528944259478,0.3532906113315024
19,-0.04289602317368721,-0.12460669104891897,0.06367726911985933,0.7551717269554932,0.13024425013419538,-0.1685992401934608,-0.4218300762531772,0.22207188388048807,0.0,0.5776687256594245,0.7711841713775662,0.5682889861906366,0.9161123931043844,0.41190112908147697
20,-0.06083898202709431,-0.17333232970551393,0.08788398659146769,0.7025127045058777,0.16922676908333806,-0.1940100392108997,-0.47904079336639027,0.25419760638856775,0.0,0.6262562985155932,0.7872582564712883,0.6165417566063792,0.9040972003774772,0.46776523242803375
21,-0.05500464894421417,-0.15763034288321287,0.08001049514865105,0.7528343053051118,0.1442095374853073,-0.2140121752132188,-0.522084253510563,0.2790651866435927,0.0,0.6589964760953032,0.7984900327283546,0.6491212164384982,0.8932416054751551,0.5097955447055234
22,-0.05663153140752117,-0.16440030449936843,0.08397560160717431,0.768568708600317,0.14177961220205615,-0.2354008021663092,-0.5702017870738851,0.3060545811934032,0.003785325172790683,0.6910908660620371,0.8129946444510562,0.6862590942557997,0.8875976499451224,0.5593734106398128
