epoch,SPD_gender,EOD_gender,AOD_gender,DI_gender,DcI_gender,SPD_age,EOD_age,AOD_age,DI_age,DcI_age,SPD_race,EOD_race,AOD_race,DI_race,DcI_race,Accuracy,F1_score,Precision,Recall
32,-0.0010413137293946077,-0.0027993779160186624,0.0015251991365802385,0.15332516185806774,0.00557793616361946,-0.0012811668473440426,-0.0028635062042634426,0.0017173042157810645,0.0,0.0057034220532319385,-0.0010023130300693909,-0.002672209026128266,0.0015443944526600504,0.0,0.005323868677905944,0.7546480743691899,0.004847831941826017,0.6923076923076923,0.0024324324324324323
33,-0.0011438042490215423,-0.003110419906687403,0.0016807201319146087,0.14153091863821637,0.0061957868649318475,-0.0013797181432935843,-0.003181673560292714,0.0018763878937957002,0.0,0.006335128286347798,-0.001079414032382421,-0.0029691211401425177,0.0016928505096671764,0.0,0.0059136605558840925,0.7547144754316069,0.005385029617662898,0.7142857142857143,0.002702702702702703
34,-0.0012462947686484767,-0.003421461897356143,0.0018362411272489789,0.13142156730691523,0.006813254877671105,-0.001478269439243126,-0.0034998409163219855,0.002035471571810336,0.0,0.006966434452184928,-0.001156515034695451,-0.0032660332541567696,0.0018413065666743023,0.0,0.006503103754064441,0.7547808764940239,0.0059219380888290716,0.7333333333333333,0.002972972972972973
35,-0.002390099017670019,-0.004158984143271713,0.0025107191563516736,0.1362890327627269,0.00823128674342276,-0.002555894662325007,-0.004568014984140186,0.002855109719368779,0.07376203076386265,0.009030087859397837,-0.002235929067077872,-0.006235154394299287,0.0035341570763414787,0.0,0.012363850456284957,0.7551792828685259,0.011263073209975863,0.7241379310344828,0.005675675675675676
36,-0.006350372895994581,-0.007420115117602733,0.00482914768234323,0.15122481717508054,0.014304934068711254,-0.006577180699166983,-0.013385877596391286,0.0077203590470997195,0.11015129927403487,0.025973551181023853,-0.006090979182729376,-0.01840855106888361,0.010089507777724454,0.0,0.03597331012474615,0.7573041168658698,0.032812913469171735,0.7848101265822784,0.016756756756756756
37,-0.0174933130395791,-0.01762998829584262,0.01112398802457285,0.19867485761890472,0.03181763889782155,-0.01782043328028119,-0.025794975697611917,0.01570960255801843,0.17053240139902187,0.04619536111147046,-0.014862417134867727,-0.041056148584838165,0.02237863206633753,0.1618889120033285,0.07547256694218682,0.7644090305444887,0.09857723577235772,0.8220338983050848,0.05243243243243243
38,-0.03360906304550763,-0.04666271183723205,0.027414339086165515,0.17191002996207597,0.07877271555305149,-0.033005737699377063,-0.05197609346465972,0.03092638971776282,0.16481491163197237,0.08606525963200436,-0.022273335964850795,-0.049448387373722924,0.027724315248566823,0.3005201756316832,0.08272673174484865,0.7728419654714476,0.17227195741592063,0.8221709006928406,0.09621621621621622
39,-0.04386644489957562,-0.060027897580606365,0.035718062795678164,0.17691364829777048,0.09673585306959925,-0.042277964361500435,-0.059703504582009764,0.036773547995833655,0.18130819775544862,0.09253794657292572,-0.02394705485238294,-0.043928683856566425,0.025000422532461476,0.4183646040535455,0.0692509972589308,0.7775564409030544,0.21545667447306796,0.8070175438596491,0.12432432432432433
40,-0.048421214041661165,-0.05690785781853745,0.03542999149125803,0.18684030050862646,0.08848710717163571,-0.047061904636486435,-0.06324904278465553,0.03971651290288529,0.18647845596860674,0.0946952050279084,-0.02545513570145311,-0.0458353604441519,0.02593367826381877,0.44697971516273555,0.07094745691467003,0.7796812749003984,0.23548387096774195,0.7984375,0.1381081081081081
41,-0.05205760782797967,-0.059431466546952916,0.03768537580043672,0.18339858588810676,0.09034518607668332,-0.04958560413699605,-0.06254473335919039,0.04010622732540745,0.19496779971504172,0.0912537568588524,-0.027736439999557314,-0.048421715365023044,0.027903798027941074,0.4370240582249478,0.07318492373095098,0.7808764940239044,0.24726277372262775,0.7923976608187134,0.1464864864864865
42,-0.0522789974003588,-0.058613778839524774,0.037276531946722646,0.1851658504228422,0.08881602076709799,-0.04977626769653205,-0.06202207064686223,0.03984489596924337,0.1970114653152452,0.09013098305177963,-0.028121945011122466,-0.04990627593509431,0.028646078312976705,0.43363101429462986,0.07536144881006851,0.7812084993359893,0.24925951241740715,0.7939042089985486,0.14783783783783783
43,-0.05330390259662814,-0.061413156755543444,0.038752650131268204,0.1822544376803447,0.09281407616184628,-0.050459687735815766,-0.06277207735865117,0.04029128710355018,0.19746951182551317,0.0907809358494055,-0.028892955034252765,-0.052578484961222555,0.030034255310939808,0.4270005706509811,0.07920099927850405,0.7817397078353253,0.2527847238008638,0.7954220314735336,0.15027027027027026
44,-0.056407395930811344,-0.06261243205977136,0.039652389092558665,0.19182531263300107,0.09323711462041867,-0.054474534740294664,-0.06979460783445701,0.04440164591988316,0.19541032895229984,0.09922678464987028,-0.03131259845133967,-0.05512191282946513,0.03187876657894987,0.42311874728142673,0.08080343294385278,0.7837981407702523,0.26864330637915546,0.7952127659574468,0.1616216216216216
45,-0.06492243895122146,-0.0615895207708711,0.042192486912589214,0.19613167912808666,0.08634560986114548,-0.06297766813191094,-0.08033982786974674,0.052098621602379644,0.19719296666520061,0.1096556611548869,-0.03778686921973047,-0.06356065592536418,0.03820905832531274,0.40159255948729633,0.08794444151501715,0.7855245683930943,0.29352580927384075,0.7694954128440367,0.18135135135135136
46,-0.07914817332536472,-0.08888105048820766,0.05911909291534686,0.17494794109446193,0.1190897285990446,-0.07201415800795676,-0.08774907163106752,0.057883256530811764,0.21342555295292012,0.11361120053433296,-0.04680547306445128,-0.08421572274847608,0.05046724279814029,0.37221614721206514,0.11115251530476447,0.7890438247011953,0.32761904761904764,0.7551219512195122,0.2091891891891892
47,-0.09681768965882254,-0.10892882910326918,0.07311168640579303,0.16844172711168007,0.13448891986269385,-0.08655664239245076,-0.10356718729204165,0.06888716138299285,0.21721011554706077,0.12380530589205846,-0.0539375002305652,-0.09413544916006067,0.05648046306194027,0.39951126352752736,0.11578752809725668,0.795484727755644,0.3765182186234818,0.75,0.25135135135135134
48,-0.11742661399521091,-0.14165878372961793,0.09486455933460118,0.1581693807852514,0.1642006249564389,-0.1030637136635725,-0.11779446617286943,0.08090833365654053,0.21781039450690332,0.12823117069177242,-0.060065000940706006,-0.09264373408121798,0.057573018974020666,0.43588482099858294,0.1045166667402927,0.799734395750332,0.4175357280803399,0.7313937753721245,0.2921621621621622
49,-0.13264039717849763,-0.16431995638998895,0.110289360026273,0.15191850899698459,0.18136733188320292,-0.11507605951519381,-0.1298625482748989,0.09032277284289864,0.2184225060905812,0.1331606069151896,-0.06681373652115852,-0.10243825658930258,0.06406841381750525,0.4383835627482658,0.1098187187723797,0.8029216467463479,0.44544095665171896,0.7215496368038741,0.32216216216216215
50,-0.13832660135735483,-0.17501082233730422,0.11695582252857964,0.1495572467273402,0.19065617339138013,-0.11957078493469428,-0.13688507875070471,0.09484605325355602,0.21824435906421213,0.13847646816411358,-0.06841478125818506,-0.10498168445754516,0.06547626264388803,0.44575908000083686,0.1114147085532089,0.8042496679946879,0.45568685376661744,0.7191142191142191,0.3335135135135135
51,-0.1404953108026457,-0.17761459652723224,0.11886914343583348,0.1485635108686868,0.1918126290071191,-0.12133183019705987,-0.13986225695469856,0.096719572598746,0.2178182458643161,0.14078737599295787,-0.06970963541186323,-0.1097322782817732,0.0679316528433552,0.44326725905673275,0.11647206959706963,0.8047808764940239,0.45955882352941174,0.7183908045977011,0.33783783783783783
52,-0.14090527288115345,-0.1782366805085697,0.11933304387957466,0.14819532372898744,0.1922423299610922,-0.12172603538085805,-0.1404985916667571,0.09718051551159994,0.2172661083589566,0.14122942633236096,-0.07001803942111534,-0.11032610250980171,0.06833270992716742,0.4421781503121216,0.11689708909985125,0.8047808764940239,0.4599559147685525,0.7178899082568807,0.33837837837837836
53,-0.14794026234828606,-0.18667008705969124,0.12566241722364824,0.14588571613477688,0.19612047315801523,-0.12749548861533944,-0.14795296149832263,0.10249081782743588,0.2164162792369174,0.1454077871311743,-0.07285270019515039,-0.12186274790372892,0.07398077421190699,0.44482989334247913,0.1296283745622953,0.8061088977423638,0.4713975380159305,0.7138157894736842,0.3518918918918919
54,-0.15420455325777896,-0.1895400105818409,0.128904332147091,0.1470669919863099,0.19262499943853634,-0.1306446568638651,-0.1422036716627129,0.10054139522782359,0.22747591305498896,0.1348687132636322,-0.07187547265865651,-0.11172123172023007,0.06858146776833761,0.4733192766199011,0.11709286226904037,0.8080345285524568,0.4842105263157895,0.7123359580052493,0.36675675675675673
55,-0.16692170758289337,-0.20270959259912458,0.13858975757224817,0.14819293886700274,0.19601648640951747,-0.14288630046920087,-0.1606122522421659,0.11257038650174436,0.22259126495389753,0.1457688806089677,-0.0765107554053705,-0.10827991300117334,0.06845497287824216,0.4823450716704979,0.10642759781832634,0.8120849933598937,0.5091918140825529,0.7105517909002904,0.39675675675675676
56,-0.17543271128242813,-0.20468166295233362,0.1425123375183588,0.15679952513169884,0.19155368696775915,-0.1488355050089955,-0.15699931054219263,0.11295589410405495,0.23609819457446776,0.1374396352171136,-0.07651776458739898,-0.1040766390979595,0.06588047748014644,0.5123167534650788,0.10355654266148434,0.8129482071713148,0.5227850245637812,0.7004085338175216,0.41702702702702704
57,-0.18456269742059983,-0.2082089432588864,0.1470708951820056,0.15969284240186993,0.18658562568389458,-0.15641948157525049,-0.1549772056223656,0.11467016349879199,0.23948803088449125,0.12722308239027286,-0.07623223264581865,-0.08150416392410498,0.0556436278312175,0.5386224650414055,0.07791016773052706,0.8152058432934927,0.5383977442361918,0.6968656075568914,0.43864864864864866
58,-0.18753492248978093,-0.21318561510958622,0.15055281105232649,0.15756066356685416,0.18951568840037436,-0.1586732833173638,-0.155840884333885,0.11603004397391203,0.23838325174016536,0.1257724971425056,-0.07624588210555827,-0.07963683713476233,0.05471393355655554,0.5438611204293862,0.07642349345558425,0.8154050464807437,0.5411026741498844,0.695080576759966,0.442972972972973
59,-0.19125335894172577,-0.20921261483702364,0.15019305735083913,0.16056724102815192,0.180890921411049,-0.16327943809753995,-0.16211340809790187,0.12065004412642995,0.2361473220950955,0.12884690937663695,-0.07801699173285424,-0.08281701628366195,0.05664844796286276,0.5446082885800542,0.07910507038524339,0.8158698539176626,0.5466732058198464,0.6917666528754655,0.4518918918918919
60,-0.1924668366441237,-0.2131407224511392,0.1524628280640418,0.1590242162397156,0.1844340051719881,-0.16416639976108582,-0.16370424487804824,0.12173101363015248,0.23517150671453727,0.12977292597828133,-0.07815533085183696,-0.0809926165469479,0.05594453803410165,0.5454373806509752,0.07685374646789445,0.8159362549800797,0.5475024485798237,0.6912613355317395,0.4532432432432432
61,-0.1924668366441237,-0.2131407224511392,0.1524628280640418,0.1590242162397156,0.1844340051719881,-0.16416639976108582,-0.16370424487804824,0.12173101363015248,0.23517150671453727,0.12977292597828133,-0.07815533085183696,-0.0809926165469479,0.05594453803410165,0.5454373806509752,0.07685374646789445,0.8159362549800797,0.5475024485798237,0.6912613355317395,0.4532432432432432
62,-0.19494301764829539,-0.21605553863173593,0.15468452841970246,0.1580084005336794,0.18520164677255935,-0.16622309891130005,-0.16699959043807133,0.12390639221018175,0.23437776456969517,0.13171783927669922,-0.0796814880124542,-0.08604012248519016,0.0586525292603739,0.5419020835454207,0.08123973142379265,0.8164010624169987,0.5506257110352674,0.6905829596412556,0.4578378378378378
63,-0.19712813562671155,-0.2213432524731045,0.157732264150601,0.15789000905874578,0.18992159567658679,-0.16797770514130256,-0.16606793701314543,0.12415444328184216,0.23463413827175703,0.12860197254983097,-0.07954093546756778,-0.08446970780986174,0.05771507358802211,0.547325171998967,0.08035148583767104,0.8168658698539176,0.5537216828478964,0.6899193548387097,0.4624324324324324
64,-0.20033815880139705,-0.22324477722018243,0.1594746670640038,0.15709382689726994,0.18802546853974977,-0.1707178243308005,-0.17106779135304523,0.1270393006949851,0.2338461904092735,0.1317155621593225,-0.07961582304397707,-0.07653535758234842,0.054164478353457286,0.5531729879357928,0.07152091675389216,0.8182602921646747,0.5597555090879847,0.6912991656734208,0.4702702702702703
65,-0.2074387824010307,-0.22673678472366965,0.16353528028936737,0.15772775701753788,0.18467979963101855,-0.1761594285156179,-0.1680683357219686,0.12766580115566728,0.23644181070142042,0.1226735627610901,-0.08282012594393393,-0.08353246716080476,0.058139623746795,0.5516790344353827,0.07725330905525607,0.8197211155378487,0.5696623870660961,0.6887696435415868,0.48567567567567566
66,-0.21237069655537344,-0.22731397604656006,0.16560348083867893,0.15904996497939172,0.18040677689027745,-0.17953789451785798,-0.1702275325007669,0.12962722543597804,0.24029565651680357,0.12341233553441111,-0.08584071449388171,-0.08879103110780412,0.06155396211378873,0.5474170459407944,0.08031511714691852,0.8205179282868525,0.5761329778892896,0.6862159133358237,0.49648648648648647
67,-0.21363743917802258,-0.23011335396257876,0.16711256289469445,0.15574706599434343,0.18065473232918333,-0.17963644581380753,-0.17309103870503034,0.13048787631081107,0.24019549159120257,0.12655338355731516,-0.08702895529986389,-0.09146324013393242,0.06314645993133841,0.5417111042471642,0.08126394982124474,0.8216467463479415,0.5788648479147067,0.6893203883495146,0.49891891891891893
68,-0.21278469795475657,-0.22742941431113822,0.16531763330672525,0.15501005374661797,0.1771178978778219,-0.17825672767051395,-0.17065937185652652,0.12853017375130443,0.2416054441623878,0.12494547116376659,-0.08650511116931602,-0.09116632801991814,0.06265754816248323,0.5420525339322332,0.08130508199260356,0.8224435590969456,0.5798240100565681,0.6925675675675675,0.49864864864864866
69,-0.2143548728154111,-0.22910006252905996,0.16658418450040194,0.15530674714864054,0.17766917479796457,-0.1785137473641841,-0.166341549515009,0.1265700208396331,0.24525875228984328,0.12043650955196755,-0.08756866231605508,-0.09171722519531811,0.06334957662937504,0.540175890591403,0.08067361728272138,0.8227755644090305,0.5819890368050117,0.6919925512104284,0.5021621621621621
70,-0.21466234437429188,-0.22972214651039752,0.16697165571760694,0.15511880029852118,0.17805486132832088,-0.17850730833182105,-0.16486438473459303,0.12590282622783744,0.2459143806648676,0.1187754241956514,-0.08779996532299418,-0.09231104942334656,0.06369856122828825,0.5395206024103378,0.08105596603721976,0.8228419654714475,0.5823418910457107,0.6919642857142857,0.5027027027027027
71,-0.21507230645279962,-0.23065527248240375,0.16751464793014628,0.15486891097061375,0.17868547839729404,-0.1782973276751958,-0.16370538731020629,0.12520854330995076,0.2474280432944211,0.11804835067305425,-0.08810836933224629,-0.0932017857653894,0.06419600188420865,0.5386493539607451,0.08167921143870538,0.8229747675962815,0.5829161451814767,0.6920505200594353,0.5035135135135135
72,-0.2176673865097235,-0.2353209023424348,0.17070991702959343,0.15454590359260653,0.18209118332400076,-0.18014404616878477,-0.16213739917322179,0.12538058171195027,0.24807830667434838,0.11465144201815347,-0.08883179069844656,-0.08772858655524718,0.062292562037521204,0.5400605487589414,0.07481633979846125,0.8229083665338646,0.5847734703409622,0.689680499449137,0.5075675675675676
73,-0.21944254240963196,-0.23399656891824727,0.17096490103593442,0.15471737611891873,0.1784938775266044,-0.1818065401352008,-0.1635237405970693,0.12674423378071642,0.2476382696770462,0.11476463058232494,-0.09004954384981168,-0.08768565950261853,0.06289596832999464,0.5378145691602464,0.07331015087072767,0.8228419654714475,0.5860999069190195,0.6879096868171887,0.5105405405405405
74,-0.21936049974400565,-0.23512529861634412,0.17140937130338035,0.1516843456193964,0.178309007517791,-0.18123454945659281,-0.16436457066542676,0.1267517272205707,0.246316814206538,0.11561968779887721,-0.08944859871695078,-0.08649801104656152,0.06206583335991604,0.5383412951218258,0.07241625573881993,0.8233067729083665,0.5862229824288602,0.6902233614060783,0.5094594594594595
75,-0.222582892130941,-0.2374533036186689,0.17312449547086103,0.15529316276873142,0.17911886733179494,-0.18654988040550496,-0.17434143070206454,0.133096525028724,0.24161793410470392,0.1209860405542672,-0.09106550633962068,-0.08123586984517639,0.060424139972304086,0.539524515701801,0.06501488847688064,0.8245683930942895,0.592786683107275,0.68974175035868,0.5197297297297298
76,-0.22309534472907566,-0.23912395183659074,0.17352859249510616,0.15499173970435112,0.1798856758276548,-0.186740543965041,-0.17425060734549597,0.13266618310724665,0.24205748015469164,0.12032106409815396,-0.09033987154751671,-0.07847780671379107,0.05862852852741959,0.5437273621607119,0.06315238062976969,0.8259628154050465,0.5963345140920991,0.6931614751163623,0.5232432432432432
77,-0.2225993006640663,-0.2379952221384939,0.17250565228684034,0.15588753339320063,0.1790165752265197,-0.1865434413731419,-0.17552327676961316,0.13287419114883123,0.24225128117963535,0.12195626557660827,-0.09074123944472522,-0.07635649486306273,0.05792841087633892,0.5415216690307417,0.059698896316813466,0.8266268260292164,0.597750731782468,0.6950913651021139,0.5243243243243243
78,-0.2227017911836932,-0.2376841801478251,0.1725029897445784,0.15582697102591503,0.1785644869715386,-0.18664199266909146,-0.17731860890605844,0.1337284607897729,0.24215434189144822,0.12420042955147326,-0.09026277054520368,-0.07605958274904845,0.05754761319729105,0.5439391764817718,0.060337074742989105,0.8264276228419655,0.5973505853357979,0.6944842406876791,0.524054054054054
79,-0.22290677222294708,-0.2379952221384939,0.17273493996644904,0.15570598735275826,0.17869686935115148,-0.18683909526099055,-0.17763677626208763,0.13395893224619984,0.2419606958763411,0.12433734939759045,-0.09041697254982975,-0.07635649486306273,0.05774814173919717,0.5435157127398631,0.0604709715326307,0.8264276228419655,0.5974745919310133,0.6943450250536864,0.5243243243243243
80,-0.22290677222294708,-0.23830626412916256,0.17281403173524712,0.15570598735275826,0.17904223284623,-0.18714118818120223,-0.17795494361811692,0.1342328001299078,0.24103851459845763,0.12400646412546001,-0.09041697254982975,-0.07665340697707701,0.05784452531130533,0.5435157127398631,0.0608078420059337,0.8265604249667995,0.5977825685247922,0.6947029348604151,0.5245945945945946
81,-0.22364061439346092,-0.23779961841240327,0.17286642578301242,0.15587563843829866,0.17759012539184948,-0.18722042238006253,-0.17775044826181802,0.13404375959719642,0.24283554169370483,0.12439320993191988,-0.09118798257296004,-0.07843487966116247,0.05894355159294398,0.5414082458428493,0.06181171261764984,0.8266932270916335,0.5987084870848708,0.6943651925820257,0.5262162162162162
82,-0.22408339353821918,-0.2372929726956438,0.1727386131032036,0.15681385624666241,0.17687530728349682,-0.18760174949913455,-0.17754595290551917,0.13404089104859068,0.24370482631397763,0.12409778138214683,-0.09084785279242123,-0.0769073920384627,0.058051611129351324,0.5445316386866241,0.061041592504307074,0.8268260292164674,0.5996315627878416,0.6940298507462687,0.5278378378378379
83,-0.22367343145971144,-0.23647528498821563,0.17182211293823746,0.15705613335171714,0.1758472714919671,-0.1875096372355481,-0.17913678968566554,0.1343799914170585,0.24317410937585263,0.12561556805095353,-0.0905394487831691,-0.07177403199496324,0.05568925192718815,0.5453748932567932,0.05530075821955627,0.8277556440903054,0.6015360983102919,0.6967971530249111,0.5291891891891892
84,-0.2212997409751667,-0.2374885764217345,0.1710785427559157,0.15786990144512436,0.1801141084312361,-0.1852493964610717,-0.1753187814133142,0.13165773036721576,0.24478681161490776,0.12351952624839929,-0.08964596252669943,-0.07482900724036295,0.056487724761302295,0.5456396506560017,0.05958430806409165,0.8278884462151395,0.6002467612584824,0.6989942528735632,0.5259459459459459
85,-0.22660880014176663,-0.24125635311282484,0.17497132366893592,0.15770588076829828,0.17924464595793943,-0.18782657403098932,-0.17588714141196615,0.13266555562447907,0.2502453789565505,0.12417425432509244,-0.08806778985734469,-0.058749248776579055,0.048716146193923976,0.5628629030043013,0.04653811469183766,0.8281540504648074,0.6048854961832061,0.6950877192982456,0.5354054054054054
86,-0.22536250537311814,-0.2418784370941623,0.17416327553606278,0.15784681542492768,0.1808037216562881,-0.1872545833523813,-0.17229647713907564,0.13058749117555227,0.2489832975191253,0.11911799409667556,-0.08691127482264925,-0.05272515239103687,0.0454918389415476,0.5661126888184138,0.0410392340427036,0.8294156706507304,0.6068859984697782,0.6994708994708995,0.5359459459459459
87,-0.22362016653946026,-0.2406342691314874,0.17254761160975438,0.1588812779778281,0.18126000192784852,-0.1864854900818742,-0.17102380771495856,0.12958163129645028,0.24790609385501688,0.11748621345745924,-0.08726726748883142,-0.05484646424176515,0.046548525746902374,0.5619750544387989,0.0419825031346176,0.8300132802124834,0.6072414851181344,0.7022711142654364,0.5348648648648648
88,-0.22536250537311814,-0.24218947908483107,0.17424236730486092,0.15784681542492768,0.1811470103620897,-0.1863483045917462,-0.17050114500263042,0.12924609336070605,0.2517308085902459,0.11888144681978985,-0.08691127482264925,-0.0497131041982658,0.04427022895210177,0.5661126888184138,0.037524295554127174,0.8295484727755644,0.6071920428462126,0.6998236331569665,0.5362162162162162
89,-0.22536250537311814,-0.24218947908483107,0.17424236730486092,0.15784681542492768,0.1811470103620897,-0.1863483045917462,-0.17050114500263042,0.12924609336070605,0.2517308085902459,0.11888144681978985,-0.08691127482264925,-0.0497131041982658,0.04427022895210177,0.5661126888184138,0.037524295554127174,0.8295484727755644,0.6071920428462126,0.6998236331569665,0.5362162162162162
90,-0.2252764233866165,-0.24218947908483107,0.1742150190303594,0.15849078752556775,0.18166717828854018,-0.1862433142634336,-0.17050114500263042,0.12920269693342512,0.25244821604784,0.11935364194396114,-0.08762104672910986,-0.053022064505051036,0.04602885407529234,0.5630738269601865,0.04006498363611066,0.8294156706507304,0.6070062719902095,0.6993302784631653,0.5362162162162162
91,-0.22609634754363198,-0.24498885700084977,0.1755382787618325,0.1580068461896118,0.18389273084953595,-0.1870317246310299,-0.17125115171441935,0.12969248449501286,0.2516518494357017,0.11898420785300723,-0.08601557514027587,-0.045767392610823354,0.04201295905144084,0.5717381921038855,0.035164651186750495,0.8300796812749004,0.6090145148968679,0.7005272407732864,0.5386486486486487
92,-0.2237923305124636,-0.2418784370941623,0.17291867523395,0.15758419413190297,0.18159276627803006,-0.18518500613744093,-0.16595597866165213,0.12647661454249837,0.25106725497145754,0.11340912934747438,-0.08640329357774473,-0.04610723177746617,0.042435302819238414,0.5654708345469759,0.03325376510736078,0.8308100929614873,0.6088424930918023,0.7046908315565032,0.5359459459459459
